age,annual_income,credit_score,debt_to_income,loan_amount,employment_years,home_ownership,loan_intent,default_risk
22,42300.0,426,0.196,10900.0,0,RENT,MEDICAL,High
71,69300.0,808,0.45,32700.0,8,RENT,MEDICAL,High
37,39200.0,533,0.298,15600.0,4,OWN,EDUCATION,High
52,18000.0,751,0.111,7800.0,22,MORTGAGE,EDUCATION,Low
60,18000.0,638,0.11,4100.0,8,OWN,VENTURE,Low
27,34800.0,639,0.351,4800.0,2,MORTGAGE,MEDICAL,Low
38,18000.0,754,0.267,3700.0,9,RENT,PERSONAL,Low
29,73200.0,774,0.05,20900.0,5,MORTGAGE,PERSONAL,High
29,29600.0,483,0.65,3300.0,5,RENT,PERSONAL,High
34,31100.0,532,0.085,15400.0,8,RENT,VENTURE,High
44,36400.0,440,0.204,12000.0,11,RENT,EDUCATION,Low
68,28400.0,411,0.177,6100.0,35,MORTGAGE,EDUCATION,High
66,100900.0,540,0.413,16800.0,31,OWN,PERSONAL,High
62,30300.0,507,0.253,15100.0,29,RENT,PERSONAL,Low
26,21700.0,682,0.318,3300.0,5,RENT,VENTURE,High
21,85900.0,407,0.374,34500.0,1,MORTGAGE,EDUCATION,High
69,29600.0,605,0.226,5000.0,10,RENT,PERSONAL,High
49,111300.0,504,0.142,25300.0,18,OWN,MEDICAL,Low
61,70200.0,454,0.304,29100.0,25,MORTGAGE,MEDICAL,High
31,35100.0,632,0.156,10000.0,4,MORTGAGE,MEDICAL,Low
33,48400.0,622,0.357,23300.0,8,MORTGAGE,PERSONAL,High
33,24700.0,482,0.233,10400.0,9,RENT,PERSONAL,High
68,23200.0,477,0.65,8000.0,17,RENT,MEDICAL,High
47,89700.0,465,0.15,27800.0,9,RENT,PERSONAL,High
37,37000.0,410,0.427,17300.0,13,RENT,VENTURE,Low
30,41500.0,711,0.139,15300.0,5,RENT,EDUCATION,Low
40,34500.0,704,0.106,14300.0,11,RENT,EDUCATION,High
56,49900.0,395,0.105,18300.0,19,RENT,MEDICAL,High
52,38900.0,814,0.328,8000.0,20,RENT,VENTURE,Low
22,48200.0,491,0.212,23800.0,0,RENT,PERSONAL,High
52,48300.0,791,0.461,24000.0,9,RENT,PERSONAL,Low
22,104700.0,400,0.263,21300.0,1,MORTGAGE,VENTURE,High
29,35400.0,809,0.289,14100.0,2,MORTGAGE,PERSONAL,Low
35,44700.0,560,0.312,15400.0,9,MORTGAGE,EDUCATION,Low
69,51500.0,789,0.569,10700.0,10,RENT,MEDICAL,Low
25,27300.0,845,0.142,4600.0,3,MORTGAGE,PERSONAL,Low
30,64400.0,678,0.107,27200.0,5,RENT,EDUCATION,Low
64,44800.0,480,0.336,17200.0,22,RENT,PERSONAL,High
29,34000.0,569,0.318,16600.0,5,OWN,PERSONAL,High
60,30100.0,528,0.618,4600.0,18,RENT,VENTURE,High
64,45500.0,765,0.222,19400.0,29,MORTGAGE,PERSONAL,Low
49,54600.0,447,0.166,17900.0,3,MORTGAGE,PERSONAL,Low
29,61600.0,585,0.309,24200.0,7,MORTGAGE,MEDICAL,High
58,73800.0,815,0.247,13500.0,10,OWN,EDUCATION,Low
52,39800.0,431,0.197,5700.0,10,MORTGAGE,PERSONAL,High
21,107300.0,407,0.477,45500.0,0,MORTGAGE,PERSONAL,High
43,51700.0,635,0.119,18800.0,10,RENT,EDUCATION,Low
33,93100.0,626,0.204,35900.0,8,RENT,EDUCATION,Low
55,40100.0,692,0.186,9900.0,21,RENT,EDUCATION,Low
47,95200.0,759,0.516,30500.0,8,OWN,MEDICAL,Low
28,50700.0,700,0.229,15300.0,3,RENT,PERSONAL,Low
62,31800.0,798,0.4,13500.0,6,OWN,PERSONAL,Low
47,38500.0,601,0.311,11000.0,5,MORTGAGE,PERSONAL,Low
51,56300.0,455,0.134,25800.0,16,MORTGAGE,EDUCATION,High
61,18400.0,472,0.337,8500.0,18,RENT,VENTURE,High
37,56100.0,843,0.225,17100.0,4,MORTGAGE,PERSONAL,Low
68,18000.0,524,0.219,4400.0,29,RENT,VENTURE,High
33,54900.0,695,0.253,16700.0,7,RENT,EDUCATION,Low
56,30000.0,667,0.081,10400.0,9,RENT,PERSONAL,Low
64,23600.0,402,0.48,5600.0,8,RENT,EDUCATION,High
50,34900.0,479,0.117,15700.0,3,OWN,EDUCATION,High
49,104800.0,811,0.154,23200.0,11,MORTGAGE,EDUCATION,Low
62,134600.0,661,0.527,28400.0,23,OWN,EDUCATION,Low
64,39600.0,733,0.572,11800.0,19,MORTGAGE,EDUCATION,Low
39,115700.0,405,0.147,23900.0,3,MORTGAGE,MEDICAL,High
26,59200.0,591,0.164,17500.0,1,RENT,EDUCATION,High
42,138500.0,757,0.532,49900.0,17,RENT,EDUCATION,High
61,52600.0,696,0.061,18500.0,21,RENT,PERSONAL,Low
51,76700.0,684,0.427,8200.0,6,MORTGAGE,PERSONAL,Low
24,27100.0,563,0.43,4200.0,1,RENT,VENTURE,High
71,105200.0,616,0.364,12100.0,24,OWN,MEDICAL,Low
38,84100.0,783,0.204,13000.0,11,RENT,PERSONAL,Low
61,102100.0,580,0.156,32800.0,16,MORTGAGE,MEDICAL,Low
41,132100.0,456,0.256,41000.0,3,RENT,EDUCATION,High
31,42100.0,402,0.145,8500.0,2,MORTGAGE,MEDICAL,High
24,66800.0,559,0.265,25700.0,3,MORTGAGE,VENTURE,High
58,18000.0,458,0.297,2000.0,18,OWN,EDUCATION,Low
68,30100.0,664,0.099,7600.0,34,RENT,PERSONAL,High
40,24600.0,699,0.601,3200.0,5,RENT,EDUCATION,High
42,83500.0,722,0.442,27900.0,4,MORTGAGE,PERSONAL,Low
57,72900.0,690,0.47,21900.0,29,RENT,EDUCATION,Low
24,65600.0,446,0.097,7000.0,2,MORTGAGE,PERSONAL,High
35,57600.0,398,0.298,27400.0,6,RENT,VENTURE,High
56,176200.0,585,0.379,50000.0,9,OWN,VENTURE,High
30,88100.0,784,0.158,33700.0,5,RENT,PERSONAL,Low
38,38300.0,608,0.425,9300.0,7,MORTGAGE,PERSONAL,Low
58,148400.0,723,0.206,36700.0,14,RENT,MEDICAL,Low
51,147900.0,754,0.264,41600.0,19,MORTGAGE,PERSONAL,Low
21,89100.0,464,0.483,26400.0,0,RENT,EDUCATION,High
54,18000.0,465,0.292,5900.0,4,RENT,VENTURE,High
35,30400.0,833,0.059,11400.0,3,MORTGAGE,EDUCATION,Low
70,69700.0,777,0.174,23900.0,39,MORTGAGE,PERSONAL,Low
47,43200.0,548,0.519,15000.0,7,RENT,PERSONAL,High
50,19900.0,631,0.312,5300.0,12,RENT,VENTURE,High
66,56900.0,833,0.099,26700.0,26,RENT,MEDICAL,High
53,33800.0,667,0.173,15100.0,9,OWN,VENTURE,High
53,62100.0,405,0.076,12600.0,22,RENT,MEDICAL,Low
69,62400.0,424,0.292,25800.0,26,OWN,PERSONAL,High
29,128800.0,737,0.126,22200.0,7,RENT,VENTURE,Low
37,30900.0,807,0.435,14800.0,6,RENT,MEDICAL,Low
36,101300.0,544,0.51,41600.0,9,OWN,VENTURE,Low
37,29900.0,551,0.161,6000.0,7,RENT,EDUCATION,Low
37,99600.0,651,0.229,36100.0,8,RENT,EDUCATION,Low
57,71700.0,583,0.05,25900.0,14,OWN,EDUCATION,Low
28,68300.0,545,0.211,30800.0,6,MORTGAGE,PERSONAL,High
53,57500.0,827,0.294,22500.0,23,RENT,PERSONAL,Low
66,34900.0,685,0.115,8600.0,25,RENT,MEDICAL,High
37,66800.0,627,0.395,15200.0,7,RENT,MEDICAL,High
69,73000.0,517,0.171,26600.0,38,OWN,EDUCATION,High
68,109200.0,570,0.223,18900.0,17,OWN,PERSONAL,High
66,65600.0,791,0.302,10800.0,24,OWN,EDUCATION,Low
70,69200.0,395,0.05,7600.0,19,RENT,VENTURE,High
42,27000.0,594,0.423,6400.0,15,RENT,PERSONAL,High
71,18100.0,724,0.199,2400.0,36,RENT,EDUCATION,Low
48,56700.0,576,0.33,20000.0,19,OWN,EDUCATION,Low
56,209600.0,612,0.135,33300.0,29,RENT,PERSONAL,Low
64,46500.0,406,0.485,18700.0,26,RENT,VENTURE,High
63,29100.0,544,0.329,10600.0,23,MORTGAGE,MEDICAL,High
24,18000.0,744,0.12,6100.0,1,OWN,VENTURE,Low
66,71100.0,509,0.05,10500.0,31,RENT,VENTURE,Low
46,27400.0,518,0.42,9200.0,8,RENT,PERSONAL,High
51,33800.0,433,0.392,16200.0,21,OWN,MEDICAL,High
45,58400.0,838,0.21,20700.0,10,RENT,PERSONAL,Low
67,73500.0,431,0.306,15100.0,5,MORTGAGE,PERSONAL,High
64,155600.0,812,0.176,50000.0,10,RENT,PERSONAL,Low
49,105100.0,699,0.202,32900.0,12,RENT,VENTURE,High
42,75900.0,706,0.093,13300.0,5,MORTGAGE,VENTURE,Low
37,48800.0,843,0.318,14100.0,12,OWN,VENTURE,Low
39,23900.0,702,0.62,2700.0,5,RENT,PERSONAL,Low
47,42200.0,446,0.484,17900.0,16,MORTGAGE,EDUCATION,High
41,88000.0,530,0.169,34100.0,5,RENT,EDUCATION,Low
29,18000.0,401,0.373,4900.0,4,RENT,EDUCATION,High
58,46800.0,779,0.155,21300.0,23,RENT,PERSONAL,Low
70,124200.0,399,0.65,47900.0,15,RENT,PERSONAL,High
51,85600.0,554,0.276,35400.0,18,MORTGAGE,PERSONAL,High
29,41600.0,572,0.332,17200.0,5,RENT,MEDICAL,High
29,39900.0,592,0.382,15700.0,5,MORTGAGE,PERSONAL,Low
37,72100.0,429,0.113,24400.0,10,MORTGAGE,PERSONAL,High
34,42500.0,594,0.142,21200.0,3,MORTGAGE,EDUCATION,Low
27,68700.0,473,0.466,30000.0,5,RENT,MEDICAL,High
37,139000.0,581,0.189,31400.0,10,RENT,PERSONAL,High
63,41800.0,569,0.262,5500.0,28,MORTGAGE,PERSONAL,Low
62,34500.0,401,0.289,13100.0,19,RENT,MEDICAL,High
58,93900.0,591,0.444,10900.0,5,MORTGAGE,VENTURE,High
33,60900.0,496,0.405,7300.0,2,MORTGAGE,EDUCATION,High
64,30200.0,658,0.05,14000.0,16,MORTGAGE,PERSONAL,Low
28,18000.0,687,0.135,5400.0,4,RENT,EDUCATION,High
68,143200.0,750,0.05,48200.0,30,MORTGAGE,EDUCATION,Low
64,156600.0,463,0.265,50000.0,20,RENT,VENTURE,Low
60,45800.0,578,0.423,12700.0,30,RENT,PERSONAL,Low
26,67900.0,720,0.094,23600.0,2,RENT,VENTURE,Low
51,57400.0,774,0.546,19100.0,14,MORTGAGE,VENTURE,High
38,67200.0,574,0.17,26100.0,13,MORTGAGE,PERSONAL,High
56,141600.0,538,0.32,34300.0,28,OWN,MEDICAL,Low
36,68200.0,795,0.386,14200.0,4,MORTGAGE,PERSONAL,Low
64,48000.0,665,0.102,8500.0,22,RENT,PERSONAL,Low
36,63200.0,753,0.111,13200.0,10,RENT,VENTURE,Low
29,57400.0,450,0.173,13100.0,2,RENT,EDUCATION,High
58,80400.0,456,0.333,27800.0,24,RENT,PERSONAL,High
32,44700.0,617,0.05,12900.0,3,RENT,PERSONAL,High
40,35200.0,651,0.374,16900.0,11,MORTGAGE,MEDICAL,High
50,163200.0,723,0.258,45900.0,17,OWN,EDUCATION,Low
39,82300.0,703,0.327,18900.0,9,RENT,VENTURE,High
45,87900.0,537,0.311,11800.0,15,MORTGAGE,VENTURE,High
55,199300.0,487,0.189,50000.0,13,RENT,MEDICAL,Low
68,53300.0,521,0.068,12900.0,20,MORTGAGE,VENTURE,Low
40,46500.0,492,0.29,15900.0,3,RENT,VENTURE,Low
37,65800.0,396,0.155,14300.0,2,RENT,EDUCATION,High
40,28500.0,672,0.165,9900.0,3,RENT,EDUCATION,High
24,29500.0,567,0.05,3900.0,1,MORTGAGE,EDUCATION,High
59,27700.0,608,0.213,9900.0,31,MORTGAGE,EDUCATION,Low
35,75200.0,725,0.373,31700.0,3,MORTGAGE,PERSONAL,Low
56,19900.0,383,0.337,5300.0,22,MORTGAGE,PERSONAL,High
30,53400.0,677,0.096,17100.0,3,RENT,VENTURE,Low
22,47500.0,757,0.212,19900.0,0,MORTGAGE,EDUCATION,High
42,127600.0,725,0.065,39800.0,6,OWN,VENTURE,Low
54,40800.0,700,0.089,12500.0,4,MORTGAGE,EDUCATION,Low
26,90500.0,630,0.236,23400.0,1,RENT,PERSONAL,Low
24,85100.0,737,0.242,26000.0,1,RENT,VENTURE,Low
52,80700.0,826,0.556,12600.0,8,RENT,VENTURE,Low
56,125800.0,745,0.332,22700.0,21,MORTGAGE,PERSONAL,Low
40,18000.0,552,0.341,4600.0,8,RENT,EDUCATION,High
54,67100.0,477,0.241,21500.0,12,MORTGAGE,PERSONAL,High
32,41600.0,529,0.188,5400.0,7,RENT,VENTURE,Low
53,41500.0,548,0.494,18000.0,9,RENT,PERSONAL,High
66,115000.0,795,0.359,32600.0,34,RENT,VENTURE,Low
69,36700.0,395,0.289,12200.0,15,RENT,MEDICAL,High
71,34400.0,458,0.214,3800.0,30,OWN,MEDICAL,High
35,108500.0,818,0.381,37600.0,11,MORTGAGE,PERSONAL,High
55,18000.0,556,0.222,3200.0,16,RENT,PERSONAL,High
30,116700.0,557,0.173,40800.0,5,RENT,EDUCATION,High
26,27100.0,842,0.627,13300.0,4,OWN,VENTURE,High
41,160600.0,600,0.099,44100.0,15,MORTGAGE,EDUCATION,Low
47,32600.0,819,0.278,16200.0,5,RENT,PERSONAL,High
27,73900.0,648,0.429,18900.0,3,RENT,EDUCATION,High
56,63000.0,584,0.126,18200.0,20,RENT,PERSONAL,Low
70,55800.0,421,0.244,25700.0,38,MORTGAGE,PERSONAL,High
44,72400.0,590,0.299,28200.0,14,RENT,PERSONAL,Low
57,52100.0,708,0.19,22800.0,11,MORTGAGE,MEDICAL,High
29,103300.0,770,0.304,48300.0,5,MORTGAGE,EDUCATION,Low
60,77300.0,609,0.375,11000.0,25,MORTGAGE,PERSONAL,Low
38,18000.0,562,0.245,4000.0,10,RENT,MEDICAL,High
57,18000.0,472,0.122,2000.0,16,OWN,EDUCATION,High
66,211900.0,389,0.336,46600.0,20,MORTGAGE,MEDICAL,Low
